product_name,review_title,review_text,review_date
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Just a really comfortable Boot..,"I bought these with apprehension having Spine issues and a Spinal Implant Device for Pain. I have been a Wellington and Cowboy type Boot guy for Decades and had to stop wearing because of the high Heel causing lower Back Pain and thought I’d try the Dan Post due to the Reviews. I’ve always been a Justin Boot Guy with my first Justin Boots in 1987 but just sent back a pair after wearing them for 5 hours due to Pain and stitches popping on the  Left Boot, Justin has Issues now for some reason. I received my Dan Post today immediately put them on and WOW they are the most comfortable Cowboy Boot I’ve ever put on my Feet, I went to Walmart and walked for 2 hours and zero Back Pain from a non broken in Cowboy Boot, that’s unheard of and if you’re a Boot Person you know what I’m talking about, some discomfort is expected with new Boots. I have a flat kind of wide Foot and wear a 13 tennis shoe and I ordered the 12 EW because they were a lot cheaper and they fit just fine and in fact I could have worn an 11 1/2 and maybe had my Cobbler stretch them if needed. I’m so happy I snagged these Dan Post Boots and I’m just amazed at the Comfort Level from this type of Boot, I can’t imagine how Insanely Comfortable the Blayde or the Storm Tide would be with the extra cushion. I did have to put in an Insole due to my Right Boot missing one but it didn’t matter, these are just a quality Comfortable Boot.Semper Fidelis",Reviewed in the United States on 16 November 2020
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,super nice but heel fits weird,"These are comfortable and cushy in the foot. The toe box is narrow at first but you can use a cedar shoe tree to make room in the toes, to open the toe area for a better fit.  I wear a women's 8.5 and the men's size 7 fit well w/ an added 3/4 insert to fill up the space in the heels and add support. These would be great for winter, with the sturdy rubber soles with tread, and warm lining. But the heels were placed at an odd angle on these, so that I kept rocking back on the heels.  I put them on a table and saw the heels do not sit flush on a flat surface. This caused the front part of the heel to dig into the bottom of my foot when wearing, and I was constantly rocking back on the heels.I think this was a defect, so returned them. I read reviews that they now make these with a cheaper 'brushed or suede' type leather,  in the past they were made with a smooth leather, so the boots are no longer an ""oily brown"" as described, but more a reddish brown suede.  I noticed the boots suede leather wrinkled quickly just in trying them on, and I was not nuts about that. One way to fix that is to apply mink oil or red wing leather cream, and this smooths out the nap so they have a smooth leather finish and not suede. Boot manufacturers are swapping out this 'nappy brushed leather or suede' for real smooth leather on many boots, b/c it must be cheaper. Sad b/c the smooth leather looks better and wears longer.",Reviewed in the United States on 19 September 2021
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Update: Comfy if you can get them on.,I read a review before buying these where the guy noted that he had difficulty getting his heal down into the boot and as a result the fabric at he bottom of the shaft and the top of the heal cup tore.  Dan Post apparently fixed that problem buy adding a leather reenforcement. When I first put them on the left one went on fine but with the right one I had a good deal of difficulty getting my heal past the leather patch and into the heal cup.  It has gotten progressively worse until now I can not get the right one on no matter how hard I try.  Perhaps a boot horn would help but...anyway great boots if you can get them on. Very comfortable.  Not sure what to do at this point...So I contacted amazon and I am returning the original pair.  They sent out a new pair. This is an entirely different boot.  They are at least 1/2 too small.  MUCH narrower especially when viewed form the bottom. The sole is 1/2 narrower.  The Dan Post Tag is a different color (green and yellow as opposed to the black and gold of the original).  The heal seems higher.  Leather is inferior. Weird.  I called Dan Post and they said they are always making design changes.  Looks like I'm just going to get my money back.  Too bad.,Reviewed in the United States on 21 January 2020
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,"If You're Considering These Boots, BUY THEM!","I've owned over 10 pairs of Dan Post boots. Yes, I'm a big fan of them. I enjoy wearing Western-styled clothes and boots. I'm also a truck driver, and a biker. These boots fit the bill for all of these. Right out of the box, they look great, and are very comfortable. I wear a 12D. I ordered a 12D, and the fit is spot on. No problems at the heel, arch, or toe. They're listed as Waterproof. Haven't put that to the test yet. They're not as heavy as I thought they'd be. Very nice boot, easy to get used to, and looks great. I gave them a good treatment of Leather Honey, to condition the leather, and give them some extra protection. All in all, a great boot. I have no issues with them. They're Dan Post boots---great boots, great quality, and great looks. As I titled this review, if you're considering these boots, buy them. A great all around boot. Lastly, I've read reviews, mentioning that they're made in China. Yes, unfortunately, mine say it, too. Really sad.",Reviewed in the United States on 20 November 2021
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Best Pair Of Boots I've Ever Owned - Seam plastic piping is the weak point,"I've owned these boots for two years and have worn them nearly every day.  From mud to motorcycles in the snow and rain, these boots have done all I've asked and more.  In fact they're still going and I can't stand not wear them because they're incredibly comfortable and just get better looking the more beat up they get.  I like them so much that I just bought a new pair to replace them only because the side seams and piping are starting to blow out and the sole of the heal is ready to hit leather.  I would have them resoled if it were not for the seam coming apart.I've given them 4 stars only because of the seam and piping but the fact that I bought another identical pair tells you that 4 stars is a great rating for me.The only time I don't wear these boots is when I'm working-out or I'm hiking.  Otherwise I wear them everywhere from business travel to working in the field.Pros:The fit is dead on at 9DComfort is excellentWaterproofing is excellentDurability is excellentLooks are excellentCon: The plastic piping and seams come apart before the rest of the boot is worn out. That's the only weak point and I think it's the piping that causes the failure.",Reviewed in the United States on 28 February 2019
"OshKosh B'Gosh Girls' OF20L08B Sneaker, Light Grey, 7 Toddler",Muy bonitos,Muy bonitos. Le gustaron mucho a mi hija. Vienen más grandes pero siempre compro una talla menos en esta marca. Los recomiendo,Reviewed in Mexico on 3 May 2021
"OshKosh B'Gosh Girls' OF20L08B Sneaker, Light Grey, 7 Toddler",Trashed Box,The shoes themselves are super cute but the box came trashed! I wouldn't say it was beat up during transit either. I was disappointed because they are a gift.,Reviewed in the United States on 22 September 2021
"OshKosh B'Gosh Girls' OF20L08B Sneaker, Light Grey, 7 Toddler",Need to wear socks or will stink,Cute shoes but started to stink with her not wearing socks after only a few wears. Very disappointed.,Reviewed in the United States on 25 June 2021
"Gabor Rollingsoft Woman Loafers Weiss/Silber White, (Weiss/Silber) 66.968.51 | 4.5 UK Weiss/Silber","sehr schöner Schuh,","leider viel zu groß, ging zurück, kulante Rückname, gute Abwicklung",Reviewed in Germany on 28 July 2021
"Gabor Rollingsoft Woman Loafers Weiss/Silber White, (Weiss/Silber) 66.968.51 | 4.5 UK Weiss/Silber",Super leicht und bequem.,Ich trage Rolling Soft Schuhe von Gabor gerne und bin bis jetzt noch nie enttäuscht worden.,Reviewed in Germany on 27 July 2021
"Gabor Rollingsoft Woman Loafers Weiss/Silber White, (Weiss/Silber) 66.968.51 | 4.5 UK Weiss/Silber","Schnelle Lieferung, tolle Ware",Schuhe passen wie erwartet 👍,Reviewed in Germany on 5 May 2021
"Gabor Rollingsoft Woman Loafers Weiss/Silber White, (Weiss/Silber) 66.968.51 | 4.5 UK Weiss/Silber",Schöne Schuhe,Passen perfekt,Reviewed in Germany on 12 October 2021
"Gabor Rollingsoft Woman Loafers Weiss/Silber White, (Weiss/Silber) 66.968.51 | 4.5 UK Weiss/Silber",la coincidencia del objeto real y el anunciado,Me ha gustado la rapidez de la entrega.,Reviewed in Spain on 12 April 2021
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Love these shoes!,They look great on her feet. Really nice shoe. And has withstood the whole summer without looking so beat up. Lol,Reviewed in the United States on 15 August 2020
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Super cute but the zipper is awful,"These shoes fit my daughter as hoped, and they are SUPER cute. However, the zippers on the back are unbelievably hard to zip and unzip. I would much rather have bought her shoes that she can put on and take off without needing assistance.",Reviewed in the United States on 7 July 2020
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,So cute and good quality!,"These sandals are adorable!! They fit just as expected. Probably not the best shoe for wider feet though as they’re pretty skinny, but work just fine for my step daughter. The back is a little hard to zip up and down but I’m sure it’ll be easier in time. Definitely would buy again.",Reviewed in the United States on 2 July 2021
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Very sweet shoes!,"I bought these for my 4 year old. She absolutely loves them. She wears them every chance she gets and they dont show a lot of ""wear and tear."" They look great with shorts or a skirt/dress.",Reviewed in the United States on 9 April 2021
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Adorable,So fashionable. Well crafted.,Reviewed in the United States on 23 August 2020
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Wide and zipper jams,My goodness do we struggle to zip these things up!They are much wider than anticipated.Meh,Reviewed in the United States on 11 June 2020
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,"Attractive shoes, great value for the money",Cutest shoes ever! Exactly as described but cuter in person. They fit according to size!,Reviewed in the United States on 11 May 2021
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Worth ir,"Came in a box from Kmart which was really nice, super cute, and well packaged. Has not tried them on yet but will love them!",Reviewed in the United States on 30 May 2020
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Great purchase,Lovely slipper..I accidentally ordered wrong size..I'm too far to return.,Reviewed in the United States on 17 October 2020
Zoe and Zac girls 081202-Parent Gladiators Brown Size: 5.5 Toddler,Great buy,Great buy,Reviewed in the United States on 22 November 2020
Alicegana Women's Athletic Sneakers Comfortable Walking Sport Breathable Running Air Cushion Casual Tennis Gym Shoes Black,Super happy with my purchase,"These shoes were packaged like they cost $100. Cans in a lovely reusable bag, a bracelet and a thank you card. Very nice. Highly recommended.",Reviewed in the United States on 23 July 2020
Alicegana Women's Athletic Sneakers Comfortable Walking Sport Breathable Running Air Cushion Casual Tennis Gym Shoes Black,I won't be ordering these again.,"Thought I would love these. I didn't open them right away, so I did a few days ago only to find that they fit about half a size big, and they feel like they're a wide width. Then I notice that the eyelets on the left shoe don't line up so when I tied it up it made it feel weird. I don't usually complain but the price of these was too much for what I received.",Reviewed in the United States on 2 May 2021
Alicegana Women's Athletic Sneakers Comfortable Walking Sport Breathable Running Air Cushion Casual Tennis Gym Shoes Black,Love them! Really comfortable!,Excuse my fat ankles in the picture😁😬 But these are so very comfortable! And they are very lightweight too...not real heavy like some shoes are. I've been looking pretty much everywhere for a comfortable pair of shoes to do some walking in and these are just right. They're also easy to slip on without having to use your fingers to help with getting them on. I love them and may get another pair in a different color! 🎨,Reviewed in the United States on 18 July 2021
Alicegana Women's Athletic Sneakers Comfortable Walking Sport Breathable Running Air Cushion Casual Tennis Gym Shoes Black,True to size,The shoe is stylish and comfortable. Please do not listen to previous review on sizing up.  I did and regret it. I wear size 8 ordered 8 1/2 and now a little too big.  Order your right size and you will be happy with this product.,Reviewed in the United States on 23 March 2021
Alicegana Women's Athletic Sneakers Comfortable Walking Sport Breathable Running Air Cushion Casual Tennis Gym Shoes Black,Walking shoes,The shoe is a bit narrower than I expected. They have good heel comfort but no arch support.,Reviewed in the United States on 22 April 2021
